id,images_name
298,hcjz_birads4B_0020_0003
299,hcjz_birads4B_0063_0001
300,hcjz_birads4B_0063_0006
301,hcjz_birads4B_0067_0007
302,hcjz_birads4B_0089_0001
303,hcjz_birads4B_0134_0010
304,hcjz_birads4B_0163_0009
305,hcjz_birads4B_0164_0006
306,hcjz_birads4C_0016_0008
307,hcjz_birads4C_0035_0011
308,hcjz_birads4C_0035_0022
309,hcjz_birads4C_0037_0007
310,IMG_20220730_11_1
311,IMG_20220730_20_8
312,IMG_20220730_25_4
313,thi_0003
314,thi_0007
315,thi_0008
316,thi_0012
317,thi_0019
318,thi_0028
319,thi_0032
320,thi_0037
321,thi_0041
322,thi_0046
323,thi_0049
324,thi_0055
325,thi_0060
326,thi_0061
327,thi_0067
328,thi_0068
329,thi_0073
330,thi_0075
331,thi_0076
332,thi_0084
333,thi_0094
334,thi_0097
335,thi_0104
336,thi_0130
337,thi_0138
338,thi_0145
339,thi_0150
340,thi_0151
341,thi_0154
342,thi_0155
343,thi_0159
344,thi_0167
345,thi_0176
346,thi_0182
347,thi_0183
348,thi_0193
349,thi_0196
350,thi_0198
351,thi_0205
352,thi_0225
353,thi_0226
354,thi_0235
355,thi_0239
356,thi_0254
357,thi_0258
358,thi_0260
359,thi_0270
360,thi_0275
361,thi_0285
362,thi_0286
363,thi_0298
364,508
365,556
366,566
367,597
368,658
369,663
370,676
371,682
372,710
373,713
374,733
375,1044
376,1045
377,1074
378,1096
379,1185
380,1197
381,1263
382,1321
383,1323
384,1324
385,1326
386,1328
387,1331
388,1334
389,BUSI_0022
390,BUSI_0479
391,BUSI_0571
392,BUSI_0591
393,BUSI_0646
394,BUSI_0647
395,fou_0057
396,fou_0067
397,fou_0138
398,fou_0139
399,fou_0145
400,fou_0148
401,hcjz_birads3_0016_0002
402,hcjz_birads3_0027_0001
403,hcjz_birads3_0047_0004
404,hcjz_birads3_0049_0005
405,hcjz_birads3_0072_0002
406,hcjz_birads3_0075_0002
407,hcjz_birads3_0095_0003
408,hcjz_birads3_01002_0002
409,hcjz_birads3_01002_0004
410,hcjz_birads3_01011_0006
411,hcjz_birads3_01038_0001
412,hcjz_birads3_01040_0001
413,hcjz_birads3_01047_0004
414,hcjz_birads3_01050_0041
415,hcjz_birads3_01063_0005
416,hcjz_birads3_01064_0004
417,hcjz_birads3_01068_0003
418,hcjz_birads3_01071_0006
419,hcjz_birads3_01071_0019
420,hcjz_birads3_01071_0022
421,hcjz_birads3_01077_0003
422,hcjz_birads3_01080_0003
423,hcjz_birads3_01092_0001
424,hcjz_birads3_0113_0009
425,hcjz_birads3_01143_0009
426,hcjz_birads3_01160_0001
427,hcjz_birads3_01169_0022
428,hcjz_birads3_01173_0012
429,hcjz_birads3_01190_0001
430,hcjz_birads3_01203_0010
431,hcjz_birads4A_0006_0024
432,hcjz_birads4A_0007_0006
433,hcjz_birads4A_0014_0006
434,hcjz_birads4A_0018_0012
435,hcjz_birads4A_0033_0009
436,hcjz_birads4A_0035_0009
437,hcjz_birads4A_0036_0009
438,hcjz_birads4A_0038_0007
439,hcjz_birads4A_0044_0003
440,hcjz_birads4A_0046_0005
441,hcjz_birads4A_0046_0010
442,hcjz_birads4A_0064_0008
443,hcjz_birads4A_0066_0016
444,hcjz_birads4A_0072_0006
445,hcjz_birads4A_0074_0003
446,hcjz_birads4A_0074_0005
447,hcjz_birads4A_0075_0006
448,hcjz_birads4A_0077_0008
449,hcjz_birads4A_0077_0009
450,hcjz_birads4A_0077_0011
451,hcjz_birads4A_0083_0019
452,hcjz_birads4A_0083_0022
453,hcjz_birads4A_0085_0003
454,hcjz_birads4A_0094_0009
455,hcjz_birads4A_0104_0001
456,hcjz_birads4A_0108_0002
457,hcjz_birads4A_0109_0001
458,hcjz_birads4A_0109_0002
459,hcjz_birads4A_0109_0007
460,hcjz_birads4A_0113_0014
461,hcjz_birads4A_0113_0021
462,hcjz_birads4A_0120_0001
463,hcjz_birads4A_0120_0010
464,hcjz_birads4A_0123_0009
465,hcjz_birads4A_0125_0005
466,hcjz_birads4A_0125_0007
467,hcjz_birads4A_0125_0008
468,hcjz_birads4A_0125_0013
469,hcjz_birads4A_0125_0016
470,hcjz_birads4B_0134_0002
471,hcjz_birads4C_0008_0013
472,hcjz_birads4C_0024_0015
473,hcjz_birads4C_0070_0001
474,hcjz_birads4C_0070_0004
475,hcjz_birads4C_0073_0006
476,Image07
477,Image09
478,Image27
479,IMG_20220730_29_12
480,IMG_20220730_29_15
481,IMG_20220730_36_3
482,IMG_20220730_37_2
483,IMG_20220730_8_3
484,thi_0261
485,521
486,534
487,546
488,595
489,614
490,625
491,626
492,630
493,669
494,1108
495,1162
496,1163
497,1182
498,1308
499,BUSI_0329
500,BUSI_0333
501,BUSI_0409
502,BUSI_0478
503,BUSI_0527
504,BUSI_0533
505,BUSI_0613
506,BUSI_0635
507,fou_0001
508,fou_0005
509,fou_0008
510,fou_0009
511,fou_0048
512,fou_0177
513,hcjz_birads3_0006_0001
514,hcjz_birads3_0073_0010
515,hcjz_birads3_0074_0009
516,hcjz_birads3_0078_0008
517,hcjz_birads3_01042_0004
518,hcjz_birads3_01050_0037
519,hcjz_birads3_01061_0005
520,hcjz_birads3_01097_0005
521,hcjz_birads3_01111_0011
522,hcjz_birads3_01173_0003
523,hcjz_birads3_01175_0004
524,hcjz_birads3_01180_0011
525,hcjz_birads4B_0002_0002
526,hcjz_birads4B_0004_0003
527,hcjz_birads4B_0008_0017
528,hcjz_birads4B_0021_0002
529,hcjz_birads4B_0024_0009
530,hcjz_birads4B_0025_0006
531,hcjz_birads4B_0025_0010
532,hcjz_birads4B_0042_0008
533,hcjz_birads4B_0044_0006
534,hcjz_birads4B_0044_0011
535,hcjz_birads4B_0045_0001
536,hcjz_birads4B_0046_0002
537,hcjz_birads4B_0048_0007
538,hcjz_birads4B_0052_0008
539,hcjz_birads4B_0055_0013
540,hcjz_birads4B_0057_0002
541,hcjz_birads4B_0057_0011
542,hcjz_birads4B_0057_0013
543,hcjz_birads4B_0060_0005
544,hcjz_birads4B_0072_0011
545,hcjz_birads4B_0075_0014
546,hcjz_birads4B_0086_0001
547,hcjz_birads4B_0110_0001
548,hcjz_birads4B_0115_0006
549,hcjz_birads4B_0122_0006
550,hcjz_birads4B_0122_0008
551,hcjz_birads4B_0129_0006
552,hcjz_birads4B_0134_0017
553,hcjz_birads4B_0144_0006
554,hcjz_birads4B_0145_0002
555,hcjz_birads4B_0152_0004
556,hcjz_birads4B_0163_0014
557,hcjz_birads4B_0163_0021
558,hcjz_birads4B_0164_0004
559,hcjz_birads4B_0171_0001
560,hcjz_birads4B_0171_0018
561,hcjz_birads4B_0176_0004
562,hcjz_birads4B_0176_0013
563,hcjz_birads4B_0176_0015
564,hcjz_birads4B_0176_0018
565,IMG_20220730_35_2
566,526
567,574
568,575
569,578
570,585
571,712
572,727
573,1100
574,1110
575,1114
576,1121
577,1142
578,1151
579,1180
580,1306
581,BUSI_0345
582,BUSI_0348
583,BUSI_0480
584,BUSI_0498
585,BUSI_0509
586,BUSI_0531
587,BUSI_0550
588,BUSI_0554
589,BUSI_0555
590,BUSI_0564
591,BUSI_0577
592,BUSI_0582
593,BUSI_0615
594,BUSI_0636
595,BUSI_0637
596,BUSI_0643
597,fou_0041
598,fou_0092
599,fou_0121
600,fou_0163
601,fou_0171
602,fou_0174
603,hcjz_birads3_01022_0005
604,hcjz_birads3_01025_0001
605,hcjz_birads3_01025_0004
606,hcjz_birads3_01050_0010
607,hcjz_birads3_01050_0013
608,hcjz_birads3_01071_0030
609,hcjz_birads3_01140_0003
610,hcjz_birads3_01141_0001
611,hcjz_birads3_01151_0004
612,hcjz_birads3_01191_0002
613,hcjz_birads3_01191_0007
614,hcjz_birads4B_0102_0001
615,hcjz_birads4C_0004_0016
616,hcjz_birads4C_0011_0006
617,hcjz_birads4C_0015_0003
618,hcjz_birads4C_0021_0008
619,hcjz_birads4C_0025_0008
620,hcjz_birads4C_0026_0005
621,hcjz_birads4C_0026_0012
622,hcjz_birads4C_0032_0017
623,hcjz_birads4C_0040_0008
624,hcjz_birads4C_0051_0026
625,hcjz_birads4C_0054_0007
626,hcjz_birads4C_0055_0003
627,hcjz_birads4C_0065_0002
628,hcjz_birads4C_0066_0007
629,hcjz_birads4C_0066_0008
630,hcjz_birads4C_0076_0014
631,hcjz_birads4C_0079_0003
632,hcjz_birads5_0002_0012
633,hcjz_birads5_0013_0007
634,BUSI_0514
635,BUSI_0572
636,BUSI_0608
637,BUSI_0645
638,fou_0022
639,fou_0035
640,fou_0062
641,fou_0102
642,fou_0109
643,hcjz_birads4C_0024_0026
644,hcjz_birads4C_0039_0011
645,hcjz_birads4C_0042_0006
646,hcjz_birads4C_0078_0012
647,hcjz_birads5_0005_0001
648,hcjz_birads5_0007_0004
649,hcjz_birads5_0007_0006
650,hcjz_birads5_0007_0024
651,hcjz_birads5_0009_0008
652,hcjz_birads5_0009_0011
653,hcjz_birads5_0009_0018
654,hcjz_birads5_0009_0024
655,hcjz_birads5_0010_0010
656,hcjz_birads5_0012_0004
657,hcjz_birads5_0014_0001
658,hcjz_birads5_0018_0006
659,hcjz_birads5_0024_0030
660,hcjz_birads5_0025_0001
661,hcjz_birads5_0025_0012
662,hcjz_birads5_0025_0015
663,hcjz_birads5_0028_0026
664,hcjz_birads5_0031_0112
665,hcjz_birads5_0034_0011
666,hcjz_birads5_0038_0004
667,hcjz_birads5_0038_0012
668,hcjz_birads5_0038_0017
669,hcjz_birads5_0044_0001
670,hcjz_birads5_0051_0001
671,hcjz_birads5_0053_0005
